Voltage_01 Voltage_02 Acc_x Acc_y Acc_z Gyro_x Gyro_y Gyro_z Time
0.04 0.09 1.45 -0.75 9.87 -0.01 -0.02 0.13 2149
0.05 0.11 1.40 -0.52 9.86 0.02 -0.05 0.16 2155
0.07 0.11 0.89 -1.21 10.14 0.03 -0.06 0.18 2161
0.06 0.10 0.15 -0.95 9.99 0.03 -0.04 0.16 2168
0.06 0.11 0.33 -0.99 10.09 0.02 -0.04 0.11 2174
0.07 0.13 0.52 -0.89 10.04 0.01 -0.04 0.10 2181
0.06 0.14 0.67 -0.87 9.99 -0.00 -0.02 0.10 2187
0.06 0.14 0.68 -0.98 10.07 -0.01 -0.02 0.12 2193
0.07 0.15 0.60 -0.98 9.97 -0.02 -0.01 0.12 2199
0.06 0.14 0.60 -0.94 9.98 -0.04 -0.01 0.11 2206
0.07 0.16 0.67 -0.95 10.07 -0.06 -0.01 0.10 2212
0.08 0.18 0.68 -0.86 9.82 -0.06 -0.01 0.11 2219
0.09 0.18 0.70 -0.86 9.60 -0.07 -0.00 0.10 2225
0.10 0.21 0.63 -0.80 10.36 -0.08 0.01 0.10 2231
0.09 0.24 0.73 -0.81 10.06 -0.08 0.01 0.09 2237
0.10 0.27 0.72 -0.77 9.80 -0.08 0.01 0.09 2244
0.09 0.30 0.74 -0.76 10.03 -0.07 0.00 0.09 2250
0.09 0.35 0.70 -0.73 10.07 -0.07 0.00 0.09 2256
0.12 0.36 0.62 -0.74 10.01 -0.06 -0.00 0.10 2263
0.11 0.33 0.69 -0.75 10.18 -0.06 -0.01 0.10 2269
0.13 0.37 0.68 -0.79 10.10 -0.06 -0.02 0.10 2275
0.17 0.39 0.65 -0.86 9.92 -0.07 -0.03 0.11 2282
0.17 0.42 0.60 -0.81 9.94 -0.08 -0.03 0.10 2288
0.15 0.47 0.61 -0.82 9.99 -0.08 -0.03 0.11 2294
