Voltage_01 Voltage_02 Acc_x Acc_y Acc_z Gyro_x Gyro_y Gyro_z Time
0.02 0.25 1.13 -0.56 9.98 0.02 -0.06 0.00 1973
0.01 0.29 1.09 -0.60 10.01 0.01 -0.06 0.00 1979
0.02 0.26 1.10 -0.59 10.00 0.01 -0.05 0.01 1985
0.03 0.26 1.04 -0.58 9.98 0.02 -0.04 0.01 1991
0.02 0.24 1.09 -0.57 9.97 0.01 -0.03 0.01 1997
0.01 0.22 1.06 -0.57 10.04 0.02 -0.03 0.02 2003
0.02 0.18 1.13 -0.48 10.01 0.02 -0.03 0.02 2011
0.02 0.15 1.07 -0.56 10.04 0.02 -0.03 0.02 2017
0.01 0.16 1.17 -0.54 10.03 0.02 -0.01 0.03 2023
0.02 0.15 1.20 -0.70 10.03 0.02 -0.00 0.02 2029
0.03 0.10 1.20 -0.48 9.98 0.02 -0.01 0.02 2035
0.03 0.07 1.08 -0.55 9.97 0.03 -0.00 0.02 2041
0.02 0.07 1.20 -0.60 10.03 0.03 0.00 0.00 2048
0.04 0.03 1.25 -0.74 10.05 0.04 0.00 -0.00 2055
0.03 -0.00 1.24 -0.58 10.06 0.05 0.00 -0.01 2061
0.01 -0.00 1.30 -0.07 10.02 0.07 0.00 -0.02 2067
0.03 -0.00 1.20 -0.64 10.12 0.09 -0.01 -0.02 2073
0.03 -0.00 1.50 -0.73 10.22 0.12 0.01 -0.04 2079
0.02 -0.00 1.67 -0.69 10.35 0.16 0.06 -0.07 2085
0.02 -0.00 1.60 -0.33 10.74 0.24 0.16 -0.13 2092
0.03 -0.00 2.02 -0.48 11.13 0.37 0.37 -0.22 2099
0.04 -0.00 1.39 0.30 12.79 0.62 0.83 -0.33 2105
0.04 -0.00 2.42 -0.35 13.69 1.04 1.34 -0.45 2111
0.05 0.00 2.53 -0.38 14.11 1.41 1.93 -0.60 2117
0.06 -0.01 3.31 -0.41 14.80 1.65 2.24 -0.76 2123
0.04 -0.00 2.88 -0.55 14.69 1.76 2.41 -0.85 2129
0.05 -0.01 1.75 0.25 13.64 1.73 2.50 -0.95 2136
0.06 -0.01 2.59 -0.91 13.46 1.71 2.54 -0.95 2143
0.05 -0.00 2.42 -0.91 14.05 1.68 2.64 -0.97 2149
0.05 -0.01 2.70 -1.18 13.78 1.65 2.77 -0.95 2155
0.05 -0.01 3.03 -2.05 13.63 1.61 2.89 -0.91 2161
0.05 -0.00 2.38 -2.01 14.62 1.58 3.10 -0.86 2167
0.04 -0.00 2.07 -2.78 14.40 1.56 3.22 -0.79 2173
0.06 -0.00 1.48 -3.37 14.03 1.56 3.33 -0.71 2181
0.05 -0.00 0.61 -3.46 13.78 1.58 3.38 -0.63 2187
0.04 -0.00 0.47 -3.43 13.25 1.65 3.35 -0.51 2193
0.06 -0.00 0.10 -3.48 13.25 1.71 3.24 -0.37 2199
0.05 -0.00 -0.62 -3.21 12.57 1.78 3.08 -0.24 2205
0.04 -0.00 -1.27 -2.90 11.49 1.83 2.84 -0.08 2211
0.05 0.00 -1.94 -2.75 10.72 1.86 2.56 0.07 2219
0.04 -0.00 -2.80 -2.71 9.98 1.88 2.22 0.20 2225
0.04 -0.00 -4.51 -1.87 9.94 1.89 1.81 0.21 2231
0.03 -0.00 -8.12 -0.55 10.00 1.86 1.31 0.06 2237
0.05 -0.01 -11.77 1.45 11.90 1.69 0.45 -0.23 2243
0.04 -0.00 -13.08 3.43 14.64 1.21 -0.65 -0.63 2249
0.03 -0.00 -7.48 3.50 14.39 0.65 -1.54 -0.85 2256
0.04 -0.00 -4.36 3.05 14.07 0.24 -2.04 -0.93 2263
0.04 -0.00 -3.48 2.20 12.41 0.03 -2.17 -1.07 2269
0.02 -0.00 -2.95 1.56 10.57 -0.04 -2.16 -1.27 2275
0.04 -0.00 -1.95 1.51 9.81 -0.05 -2.17 -1.43 2281
0.03 -0.00 -0.75 1.98 9.92 -0.04 -2.24 -1.50 2287
0.04 -0.00 -0.00 2.37 10.51 -0.05 -2.27 -1.46 2293
0.03 -0.00 0.96 2.78 10.84 -0.08 -2.28 -1.30 2300
